noise_level_1_loop.thisN,key_resp_2.keys,trials.thisIndex,noise_level_1_loop.thisIndex,key_resp_3.rt,FileName,noise_level_2_loop.thisIndex,noise_level_3_loop.ran,noise_level_1_loop.thisRepN,noise_level_3_loop.thisTrialN,session,Phoneme3Surprisal,noise_level_3_loop.thisN,__datetime,key_resp_2.rt,OS,noise_level_3_loop.thisIndex,__experimentName,LexicalFrequency,key_resp_6.keys,key_resp_7.keys,key_resp_5.rt,noise_level_3_loop.thisRepN,FilePath,expName,key_resp_5.keys,key_resp_3.keys,Phoneme2Surprisal,Condition,key_resp_4.rt,textbox_3.text,trials.thisRepN,psychopyVersion,NoiseLevel,noise_level_2_loop.thisRepN,noise_level_2_loop.ran,trials.thisTrialN,trials.ran,frameRate,key_resp.rt,noise_level_2_loop.thisTrialN,trials.thisN,date,noise_level_1_loop.thisTrialN,textbox_2.text,__participant,key_resp.keys,__session,Words,key_resp_4.keys,noise_level_1_loop.ran,participant,key_resp_7.rt,Phoneme1Surprisal,noise_level_2_loop.thisN,key_resp_6.rt,textbox.text
﻿,,,,,full_stimuli_Hut-add_Pink_noise__70.wav,,1,,14,001,0.04461942257,14,2024-01-17_06h46.12.833,,Win32,21,syllable_storage,922435,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Hut-add_Pink_noise__70.wav,syllable_storage,,,0.06365914787,Real,,cut,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Hut,,,100715,1.7069999999999936,0.04847920295,,,
﻿,,,,,full_stimuli_Hop-add_Pink_noise__70.wav,,1,,15,001,0.04406364749,15,2024-01-17_06h46.12.833,,Win32,20,syllable_storage,767925,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Hop-add_Pink_noise__70.wav,syllable_storage,,,0.1365079365,Real,,cot,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Hop,,,100715,1.995999999999981,0.04847920295,,,
﻿,,,,,full_stimuli_Zat-add_Pink_noise__70.wav,,1,,16,001,0,16,2024-01-17_06h46.12.833,,Win32,58,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Zat-add_Pink_noise__70.wav,syllable_storage,,,0.08138238573,Nonce,,zag,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Zat,,,100715,1.594000000000051,0.007265805354,,,
﻿,,,,,full_stimuli_Sop-add_Pink_noise__70.wav,,1,,17,001,0.01706484642,17,2024-01-17_06h46.12.833,,Win32,43,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Sop-add_Pink_noise__70.wav,syllable_storage,,,0.02520863805,Nonce,,touch,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Sop,,,100715,5.935000000000059,0.09414766514,,,
﻿,,,,,full_stimuli_Nop-add_Pink_noise__70.wav,,1,,18,001,0.01769911504,18,2024-01-17_06h46.12.833,,Win32,37,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Nop-add_Pink_noise__70.wav,syllable_storage,,,0.07456285054,Nonce,,nob,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Nop,,,100715,1.5470000000000255,0.024551456,,,
﻿,,,,,full_stimuli_rig-add_Pink_noise__70.wav,,1,,19,001,0.06060606061,19,2024-01-17_06h46.12.833,,Win32,40,syllable_storage,344794,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_rig-add_Pink_noise__70.wav,syllable_storage,,,0.06909961113,Real,,zig,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Rig,,,100715,2.2269999999999754,0.05415738528,,,
﻿,,,,,full_stimuli_Teg-add_Pink_noise__70.wav,,1,,20,001,0.006134969325,20,2024-01-17_06h46.12.833,,Win32,45,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Teg-add_Pink_noise__70.wav,syllable_storage,,,0.1070724765,Nonce,,zag,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Teg,,,100715,1.620999999999981,0.0369932364,,,
﻿,,,,,full_stimuli_Wib-add_Pink_noise__70.wav,,1,,21,001,0.002421307506,21,2024-01-17_06h46.12.833,,Win32,52,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Wib-add_Pink_noise__70.wav,syllable_storage,,,0.2289356984,Nonce,,yib,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Wib,,,100715,2.163000000000011,0.02922522377,,,
﻿,,,,,full_stimuli_Siv-add_Pink_noise__70.wav,,1,,22,001,0.02721088435,22,2024-01-17_06h46.12.833,,Win32,42,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Siv-add_Pink_noise__70.wav,syllable_storage,,,0.06323668588,Nonce,,zin,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Siv,,,100715,6.482000000000085,0.09414766514,,,
﻿,,,,,full_stimuli_Lek-add_Pink_noise__70.wav,,1,,23,001,0.08,23,2024-01-17_06h46.12.833,,Win32,27,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Lek-add_Pink_noise__70.wav,syllable_storage,,,0.1055257099,Nonce,,weg,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Lek,,,100715,1.6079999999999472,0.04221781216,,,
﻿,,,,,full_stimuli_Kef-add_Pink_noise__70.wav,,1,,24,001,0.006637168142,24,2024-01-17_06h46.12.833,,Win32,24,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Kef-add_Pink_noise__70.wav,syllable_storage,,,0.03729988447,Nonce,,tag,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Kef,,,100715,1.5720000000000027,0.09815722328,,,
﻿,,,,,full_stimuli_map-add_Pink_noise__70.wav,,1,,25,001,0.01016260163,25,2024-01-17_06h46.12.833,,Win32,32,syllable_storage,5179480,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_map-add_Pink_noise__70.wav,syllable_storage,,,0.1103510149,Real,,mouse,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Map,,,100715,4.724000000000046,0.07222874732,,,
﻿,,,,,full_stimuli_jab-add_Pink_noise__70.wav,,1,,26,001,0.03157894737,26,2024-01-17_06h46.12.833,,Win32,22,syllable_storage,43915,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_jab-add_Pink_noise__70.wav,syllable_storage,,,0.0953815261,Real,,jag,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Jab,,,100715,5.51400000000001,0.01613543396,,,
﻿,,,,,full_stimuli_tag-add_Pink_noise__70.wav,,1,,27,001,0.04,27,2024-01-17_06h46.12.833,,Win32,44,syllable_storage,863007,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_tag-add_Pink_noise__70.wav,syllable_storage,,,0.07116268885,Real,,cat,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Tag,,,100715,10.225000000000023,0.0369932364,,,
﻿,,,,,full_stimuli_Yat-add_Pink_noise__70.wav,,1,,28,001,0,28,2024-01-17_06h46.12.833,,Win32,55,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Yat-add_Pink_noise__70.wav,syllable_storage,,,0.07531380753,Nonce,,yak,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Yat,,,100715,6.63900000000001,0.009679640355,,,
﻿,,,,,full_stimuli_Lid-add_Pink_noise__70.wav,,1,,29,001,0.02024922118,29,2024-01-17_06h46.12.833,,Win32,28,syllable_storage,214889,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Lid-add_Pink_noise__70.wav,syllable_storage,,,0.1231772832,Real,,ril,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Lid,,,100715,7.22099999999989,0.04221781216,,,
﻿,,,,,full_stimuli_Gat-add_Pink_noise__70.wav,,1,,30,001,0.05793450882,30,2024-01-17_06h46.12.833,,Win32,15,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Gat-add_Pink_noise__70.wav,syllable_storage,,,0.0854130809,Nonce,,gas,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Gat,,,100715,1.8539999999999281,0.03764934592,,,
﻿,,,,,full_stimuli_tub-add_Pink_noise__70.wav,,1,,31,001,0.04081632653,31,2024-01-17_06h46.12.833,,Win32,46,syllable_storage,308450,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_tub-add_Pink_noise__70.wav,syllable_storage,,,0.03218743157,Real,,mas,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Tub,,,100715,18.312999999999988,0.0369932364,,,
﻿,,,,,full_stimuli_Vep-add_Pink_noise__70.wav,,1,,32,001,0,32,2024-01-17_06h46.12.833,,Win32,48,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Vep-add_Pink_noise__70.wav,syllable_storage,,,0.09307454786,Nonce,,bed,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Vep,,,100715,1.5810000000000173,0.01836296626,,,
﻿,,,,,full_stimuli_cod-add_Pink_noise__70.wav,,1,,33,001,0.01158580739,33,2024-01-17_06h46.12.833,,Win32,5,syllable_storage,2194098,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_cod-add_Pink_noise__70.wav,syllable_storage,,,0.1139627001,Real,,car,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Cod,,,100715,1.427000000000021,0.09815722328,,,
﻿,,,,,full_stimuli_Gum-add_Pink_noise__70.wav,,1,,34,001,0.1008403361,34,2024-01-17_06h46.12.833,,Win32,16,syllable_storage,606884,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Gum-add_Pink_noise__70.wav,syllable_storage,,,0.05120481928,Real,,num,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Gum,,,100715,2.1760000000000446,0.03764934592,,,
﻿,,,,,full_stimuli_Cap-add_Pink_noise__70.wav,,1,,35,001,0.09283088235,35,2024-01-17_06h46.12.833,,Win32,3,syllable_storage,2947190,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Cap-add_Pink_noise__70.wav,syllable_storage,,,0.08978379271,Real,,cap,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Cap,,,100715,2.6779999999999973,0.09815722328,,,
﻿,,,,,full_stimuli_Den-add_Pink_noise__70.wav,,1,,36,001,0.1384408602,36,2024-01-17_06h46.12.833,,Win32,8,syllable_storage,1313326,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Den-add_Pink_noise__70.wav,syllable_storage,,,0.1059678109,Real,,dan,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Den,,,100715,1.2569999999999482,0.05687092463,,,
﻿,,,,,full_stimuli_Yob-add_Pink_noise__70.wav,,1,,37,001,0,37,2024-01-17_06h46.12.833,,Win32,56,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Yob-add_Pink_noise__70.wav,syllable_storage,,,0.07782426778,Nonce,,gel,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Yob,,,100715,1.3149999999999409,0.009679640355,,,
﻿,,,,,full_stimuli_Fib-add_Pink_noise__70.wav,,1,,38,001,0.006607929515,38,2024-01-17_06h46.12.833,,Win32,11,syllable_storage,41568,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Fib-add_Pink_noise__70.wav,syllable_storage,,,0.08812111801,Real,,bib,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Fib,,,100715,1.4050000000000864,0.04173180511,,,
﻿,,,,,full_stimuli_Bed-add_Pink_noise__70.wav,,1,,39,001,0.06420765027,39,2024-01-17_06h46.12.833,,Win32,0,syllable_storage,2039777,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Bed-add_Pink_noise__70.wav,syllable_storage,,,0.08037773142,Real,,bed,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Bed,,,100715,1.6510000000000673,0.07376776963,,,
﻿,,,,,full_stimuli_fix-add_Pink_noise__70.wav,,1,,40,001,0.08149779736,40,2024-01-17_06h46.12.833,,Win32,13,syllable_storage,837625,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_fix-add_Pink_noise__70.wav,syllable_storage,,,0.08812111801,Real,,fix,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Fix,,,100715,1.4020000000000437,0.04173180511,,,
﻿,,,,,full_stimuli_Hin-add_Pink_noise__70.wav,,1,,41,001,0.1593830334,41,2024-01-17_06h46.12.833,,Win32,19,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Hin-add_Pink_noise__70.wav,syllable_storage,,,0.06499582289,Nonce,,him,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Hin,,,100715,2.9180000000000064,0.04847920295,,,
﻿,,,,,full_stimuli_Lud-add_Pink_noise__70.wav,,1,,42,001,0.08846153846,42,2024-01-17_06h46.12.833,,Win32,30,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Lud-add_Pink_noise__70.wav,syllable_storage,,,0.04988488104,Nonce,,bug,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Lud,,,100715,1.3260000000000218,0.04221781216,,,
﻿,,,,,full_stimuli_Fik-add_Pink_noise__70.wav,,1,,43,001,0.08149779736,43,2024-01-17_06h46.12.833,,Win32,12,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Fik-add_Pink_noise__70.wav,syllable_storage,,,0.08812111801,Nonce,,fix,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Fik,,,100715,1.7579999999999245,0.04173180511,,,
﻿,,,,,full_stimuli_Van-add_Pink_noise__70.wav,,1,,44,001,0.5162454874,44,2024-01-17_06h46.12.833,,Win32,47,syllable_storage,22811819,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Van-add_Pink_noise__70.wav,syllable_storage,,,0.1221879135,Real,,yam,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Van,,,100715,3.86099999999999,0.01836296626,,,
﻿,,,,,full_stimuli_Hap-add_Pink_noise__70.wav,,1,,45,001,0.02502979738,45,2024-01-17_06h46.12.833,,Win32,17,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Hap-add_Pink_noise__70.wav,syllable_storage,,,0.1401837928,Nonce,,cap,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Hap,,,100715,1.7250000000000227,0.04847920295,,,
﻿,,,,,full_stimuli_Dap-add_Pink_noise__70.wav,,1,,46,001,0.006369426752,46,2024-01-17_06h46.12.833,,Win32,7,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Dap-add_Pink_noise__70.wav,syllable_storage,,,0.04472297394,Nonce,,dap,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Dap,,,100715,1.5979999999999563,0.05687092463,,,
﻿,,,,,full_stimuli_Pen-add_Pink_noise__70.wav,,1,,47,001,0.2385159011,47,2024-01-17_06h46.12.833,,Win32,38,syllable_storage,1975721,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Pen-add_Pink_noise__70.wav,syllable_storage,,,0.07873139519,Real,,men,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Pen,,,100715,2.2690000000000055,0.05823174436,,,
﻿,,,,,full_stimuli_Wob-add_Pink_noise__70.wav,,1,,48,001,0.02857142857,48,2024-01-17_06h46.12.833,,Win32,53,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Wob-add_Pink_noise__70.wav,syllable_storage,,,0.06790465632,Nonce,,wad,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Wob,,,100715,4.4529999999999745,0.02922522377,,,
﻿,,,,,full_stimuli_mix-add_Pink_noise__70.wav,,1,,49,001,0.07520891365,49,2024-01-17_06h46.12.833,,Win32,33,syllable_storage,3333067,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_mix-add_Pink_noise__70.wav,syllable_storage,,,0.08052035438,Real,,fix,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Mix,,,100715,4.999000000000024,0.07222874732,,,
﻿,,,,,full_stimuli_Nep-add_Pink_noise__70.wav,,1,,50,001,0.01908396947,50,2024-01-17_06h46.12.833,,Win32,35,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Nep-add_Pink_noise__70.wav,syllable_storage,,,0.08644011877,Nonce,,ven,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Nep,,,100715,2.379000000000019,0.024551456,,,
﻿,,,,,full_stimuli_Jug-add_Pink_noise__70.wav,,1,,51,001,0.07826086957,51,2024-01-17_06h46.12.833,,Win32,23,syllable_storage,250685,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Jug-add_Pink_noise__70.wav,syllable_storage,,,0.05773092369,Real,,dose,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Jug,,,100715,7.359000000000037,0.01613543396,,,
﻿,,,,,full_stimuli_Kit-add_Pink_noise__70.wav,,1,,52,001,0.06637168142,52,2024-01-17_06h46.12.833,,Win32,25,syllable_storage,2634837,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Kit-add_Pink_noise__70.wav,syllable_storage,,,0.03729988447,Real,,him,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Kit,,,100715,1.282000000000039,0.09815722328,,,
﻿,,,,,full_stimuli_Lut-add_Pink_noise__70.wav,,1,,53,001,0.05384615385,53,2024-01-17_06h46.12.833,,Win32,31,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Lut-add_Pink_noise__70.wav,syllable_storage,,,0.04988488104,Nonce,,lug,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Lut,,,100715,6.275999999999954,0.04221781216,,,
﻿,,,,,full_stimuli_hen-add_Pink_noise__70.wav,,1,,54,001,0.1649746193,54,2024-01-17_06h46.12.833,,Win32,18,syllable_storage,1644660,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_hen-add_Pink_noise__70.wav,syllable_storage,,,0.1316624896,Real,,hen,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Hen,,,100715,2.4600000000000364,0.04847920295,,,
﻿,,,,,full_stimuli_Fep-add_Pink_noise__70.wav,,1,,55,001,0,55,2024-01-17_06h46.12.833,,Win32,10,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Fep-add_Pink_noise__70.wav,syllable_storage,,,0.08326863354,Nonce,,fex,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Fep,,,100715,3.518000000000029,0.04173180511,,,
﻿,,,,,full_stimuli_Ret-add_Pink_noise__70.wav,,1,,56,001,0.05426356589,56,2024-01-17_06h46.12.833,,Win32,39,syllable_storage,0,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Ret-add_Pink_noise__70.wav,syllable_storage,,,0.09647023631,Nonce,,veck,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Ret,,,100715,4.166999999999916,0.05415738528,,,
﻿,,,,,full_stimuli_fed-add_Pink_noise__70.wav,,1,,57,001,0.08391608392,57,2024-01-17_06h46.12.833,,Win32,9,syllable_storage,6910570,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_fed-add_Pink_noise__70.wav,syllable_storage,,,0.08326863354,Real,,fed,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Fed,,,100715,1.5879999999999654,0.04173180511,,,
﻿,,,,,full_stimuli_Fox-add_Pink_noise__70.wav,,1,,58,001,0.102189781,58,2024-01-17_06h46.12.833,,Win32,14,syllable_storage,9954162,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Fox-add_Pink_noise__70.wav,syllable_storage,,,0.05318322981,Real,,won,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Fox,,,100715,3.993000000000052,0.04173180511,,,
﻿,,,,,full_stimuli_Wed-add_Pink_noise__70.wav,,1,,59,001,0.04609218437,59,2024-01-17_06h46.12.833,,Win32,51,syllable_storage,771774,,return,,0,Stimuli/Experimental Stimuli/full_stimuli_Wed-add_Pink_noise__70.wav,syllable_storage,,,0.1383037694,Real,,wed,,2022.2.5,3,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,Wed,,,100715,1.69399999999996,0.02922522377,,,
﻿,,,,,,,,,,001,,,2024-01-17_06h46.12.833,,Win32,,syllable_storage,,,,,,,syllable_storage,,,,,2.8579999999999472,,,2022.2.5,,,,,,59.95203836927736,,,,2024-01-17_06h46.18.900,,,100715,,001,,return,,100715,,,,,
